Bloomberg,Yahoo,Industry,Name,Curncy,CcyAdj,TickerMultiplier
PHNX LN Equity,PHNX.L,Financials,Phoenix Group Holdings PLC,GBp,0.72,100
SDR LN Equity,SDR.L,Financials,Schroders PLC,GBp,0.72,100
PSH LN Equity,PSH.L,N/A,Pershing Square Holdings Ltd/Fund,GBp,0.72,100
HIK LN Equity,HIK.L,Health Care,Hikma Pharmaceuticals PLC,GBp,0.72,100
EVR LN Equity,EVR.L,Materials,Evraz PLC,GBp,0.72,100
AVST LN Equity,AVST.L,Information Technology,Avast PLC,GBp,0.72,100
FRES LN Equity,FRES.L,Materials,Fresnillo PLC,GBp,0.72,100
MC FP Equity,MC.PA,Consumer Discretionary,LVMH Moet Hennessy Louis Vuitton SE,EUR,0.85,1
OR FP Equity,OR.PA,Consumer Staples,L'Oreal SA,EUR,0.85,1
SAN FP Equity,SAN.PA,Health Care,Sanofi,EUR,0.85,1
TTE FP Equity,TTE.PA,Energy,TotalEnergies SE,EUR,0.85,1
SU FP Equity,SU.PA,Industrials,Schneider Electric SE,EUR,0.85,1
AI FP Equity,AI.PA,Materials,Air Liquide SA,EUR,0.85,1
AIR FP Equity,AIR.PA,Industrials,Airbus SE,EUR,0.85,1
BNP FP Equity,BNP.PA,Financials,BNP Paribas SA,EUR,0.85,1
KER FP Equity,KER.PA,Consumer Discretionary,Kering SA,EUR,0.85,1
EL FP Equity,EL.PA,Consumer Discretionary,EssilorLuxottica SA,EUR,0.85,1
CS FP Equity,CS.PA,Financials,AXA SA,EUR,0.85,1
DG FP Equity,DG.PA,Industrials,Vinci SA,EUR,0.85,1
RMS FP Equity,RMS.PA,Consumer Discretionary,Hermes International,EUR,0.85,1
BN FP Equity,BN.PA,Consumer Staples,Danone SA,EUR,0.85,1
RI FP Equity,RI.PA,Consumer Staples,Pernod Ricard SA,EUR,0.85,1
STLA FP Equity,STLA.PA,Consumer Discretionary,Stellantis NV,EUR,0.85,1
SAF FP Equity,SAF.PA,Industrials,Safran SA,EUR,0.85,1
DSY FP Equity,DSY.PA,Information Technology,Dassault Systemes SE,EUR,0.85,1
SGO FP Equity,SGO.PA,Industrials,Cie de Saint-Gobain,EUR,0.85,1
CAP FP Equity,CAP.PA,Information Technology,Capgemini SE,EUR,0.85,1
LR FP Equity,LR.PA,Industrials,Legrand SA,EUR,0.85,1
ML FP Equity,ML.PA,Consumer Discretionary,Michelin,EUR,0.85,1
STM FP Equity,STM.PA,Information Technology,STMicroelectronics NV,EUR,0.85,1
VIV FP Equity,VIV.PA,Communication Services,Vivendi SE,EUR,0.85,1
GLE FP Equity,GLE.PA,Financials,Societe Generale SA,EUR,0.85,1
ENGI FP Equity,ENGI.PA,Utilities,Engie SA,EUR,0.85,1
TEP FP Equity,TEP.PA,Industrials,Teleperformance,EUR,0.85,1
MT NA Equity,MT.AS,Materials,ArcelorMittal SA,EUR,0.85,1
WLN FP Equity,WLN.PA,Information Technology,Worldline SA/France,EUR,0.85,1
ORA FP Equity,ORA.PA,Communication Services,Orange SA,EUR,0.85,1
VIE FP Equity,VIE.PA,Utilities,Veolia Environnement SA,EUR,0.85,1
ACA FP Equity,ACA.PA,Financials,Credit Agricole SA,EUR,0.85,1
PUB FP Equity,PUB.PA,Communication Services,Publicis Groupe SA,EUR,0.85,1
ALO FP Equity,ALO.PA,Industrials,Alstom SA,EUR,0.85,1
CA FP Equity,CA.PA,Consumer Staples,Carrefour SA,EUR,0.85,1
HO FP Equity,HO.PA,Industrials,Thales SA,EUR,0.85,1
URW NA Equity,URW.AS,Real Estate,Unibail-Rodamco-Westfield,EUR,0.85,1
EN FP Equity,EN.PA,Industrials,Bouygues SA,EUR,0.85,1
RNO FP Equity,RNO.PA,Consumer Discretionary,Renault SA,EUR,0.85,1
ATO FP Equity,ATO.PA,Information Technology,Atos SE,EUR,0.85,1
ASML NA Equity,ASML.AS,Information Technology,ASML Holding NV,EUR,0.85,1
UNA NA Equity,UNA.AS,Consumer Staples,Unilever PLC,EUR,0.85,1
RDSA NA Equity,RDSA.AS,Energy,Royal Dutch Shell PLC,EUR,0.85,1
ADYEN NA Equity,ADYEN.AS,Information Technology,Adyen NV,EUR,0.85,1
REN NA Equity,REN.AS,Industrials,RELX PLC,EUR,0.85,1
INGA NA Equity,INGA.AS,Financials,ING Groep NV,EUR,0.85,1
PHIA NA Equity,PHIA.AS,Health Care,Koninklijke Philips NV,EUR,0.85,1
DSM NA Equity,DSM.AS,Materials,Koninklijke DSM NV,EUR,0.85,1
PRX NA Equity,PRX.AS,Consumer Discretionary,Prosus NV,EUR,0.85,1
AD NA Equity,AD.AS,Consumer Staples,Koninklijke Ahold Delhaize NV,EUR,0.85,1
WKL NA Equity,WKL.AS,Industrials,Wolters Kluwer NV,EUR,0.85,1
HEIA NA Equity,HEIA.AS,Consumer Staples,Heineken NV,EUR,0.85,1
MT NA Equity,MT.AS,Materials,ArcelorMittal SA,EUR,0.85,1
AKZA NA Equity,AKZA.AS,Materials,Akzo Nobel NV,EUR,0.85,1
ASM NA Equity,ASM.AS,Information Technology,ASM International NV,EUR,0.85,1
NN NA Equity,NN.AS,Financials,NN Group NV,EUR,0.85,1
TKWY NA Equity,TKWY.AS,Consumer Discretionary,Just Eat Takeaway.com NV,EUR,0.85,1
KPN NA Equity,KPN.AS,Communication Services,Koninklijke KPN NV,EUR,0.85,1
URW NA Equity,URW.AS,Real Estate,Unibail-Rodamco-Westfield,EUR,0.85,1
IMCD NA Equity,IMCD.AS,Industrials,IMCD NV,EUR,0.85,1
RAND NA Equity,RAND.AS,Industrials,Randstad NV,EUR,0.85,1
AGN NA Equity,AGN.AS,Financials,Aegon NV,EUR,0.85,1
LIGHT NA Equity,LIGHT.AS,Industrials,Signify NV,EUR,0.85,1
BESI NA Equity,BESI.AS,Information Technology,BE Semiconductor Industries NV,EUR,0.85,1
ASRNL NA Equity,ASRNL.AS,Financials,ASR Nederland NV,EUR,0.85,1
IBE SM Equity,IBE.MC,Utilities,Iberdrola SA,EUR,0.85,1
SAN SM Equity,SAN.MC,Financials,Banco Santander SA,EUR,0.85,1
ITX SM Equity,ITX.MC,Consumer Discretionary,Industria de Diseno Textil SA,EUR,0.85,1
CLNX SM Equity,CLNX.MC,Communication Services,Cellnex Telecom SA,EUR,0.85,1
BBVA SM Equity,BBVA.MC,Financials,Banco Bilbao Vizcaya Argentaria SA,EUR,0.85,1
AMS SM Equity,AMS.MC,Information Technology,Amadeus IT Group SA,EUR,0.85,1
TEF SM Equity,TEF.MC,Communication Services,Telefonica SA,EUR,0.85,1
CABK SM Equity,CABK.MC,Financials,CaixaBank SA,EUR,0.85,1
FER SM Equity,FER.MC,Industrials,Ferrovial SA,EUR,0.85,1
AENA SM Equity,AENA.MC,Industrials,Aena SME SA,EUR,0.85,1
REP SM Equity,REP.MC,Energy,Repsol SA,EUR,0.85,1
IAG SM Equity,IAG.MC,Industrials,International Consolidated Airlines Grou,EUR,0.85,1
REE SM Equity,REE.MC,Utilities,Red Electrica Corp SA,EUR,0.85,1
GRF SM Equity,GRF.MC,Health Care,Grifols SA,EUR,0.85,1
ELE SM Equity,ELE.MC,Utilities,Endesa SA,EUR,0.85,1
NTGY SM Equity,NTGY.MC,Utilities,Naturgy Energy Group SA,EUR,0.85,1
ACS SM Equity,ACS.MC,Industrials,ACS Actividades de Construccion y Servic,EUR,0.85,1
SGRE SM Equity,SGRE.MC,Industrials,Siemens Gamesa Renewable Energy SA,EUR,0.85,1
MTS SM Equity,MTS.MC,Materials,ArcelorMittal SA,EUR,0.85,1
ANA SM Equity,ANA.MC,Utilities,Acciona SA,EUR,0.85,1
FDR SM Equity,FDR.MC,Industrials,Fluidra SA,EUR,0.85,1
ENG SM Equity,ENG.MC,Utilities,Enagas SA,EUR,0.85,1
MRL SM Equity,MRL.MC,Real Estate,Merlin Properties Socimi SA,EUR,0.85,1
BKT SM Equity,BKT.MC,Financials,Bankinter SA,EUR,0.85,1
SAB SM Equity,SAB.MC,Financials,Banco de Sabadell SA,EUR,0.85,1
MAP SM Equity,MAP.MC,Financials,Mapfre SA,EUR,0.85,1
ACX SM Equity,ACX.MC,Materials,Acerinox SA,EUR,0.85,1
COL SM Equity,COL.MC,Real Estate,Inmobiliaria Colonial Socimi SA,EUR,0.85,1
VIS SM Equity,VIS.MC,Consumer Staples,Viscofan SA,EUR,0.85,1
CIE SM Equity,CIE.MC,Consumer Discretionary,CIE Automotive SA,EUR,0.85,1
SLR SM Equity,SLR.MC,Utilities,Solaria Energia y Medio Ambiente SA,EUR,0.85,1
ALM SM Equity,ALM.MC,Health Care,Almirall SA,EUR,0.85,1
IDR SM Equity,IDR.MC,Information Technology,Indra Sistemas SA,EUR,0.85,1
PHM SM Equity,PHM.MC,Health Care,Pharma Mar SA,EUR,0.85,1
MEL SM Equity,MEL.MC,Consumer Discretionary,Melia Hotels International SA,EUR,0.85,1
GETIB SS Equity,GETI-B.ST,Health Care,Getinge AB,SEK,8.64,1
ATCOA SS Equity,ATCO-A.ST,Industrials,Atlas Copco AB,SEK,8.64,1
VOLVB SS Equity,VOLV-B.ST,Industrials,Volvo AB,SEK,8.64,1
TEL2B SS Equity,TEL2-B.ST,Communication Services,Tele2 AB,SEK,8.64,1
SINCH SS Equity,SINCH.ST,Information Technology,Sinch AB,SEK,8.64,1
ELUXB SS Equity,ELUX-B.ST,Consumer Discretionary,Electrolux AB,SEK,8.64,1
TELIA SS Equity,TELIA.ST,Communication Services,Telia Co AB,SEK,8.64,1
HMB SS Equity,HM-B.ST,Consumer Discretionary,H & M Hennes & Mauritz AB,SEK,8.64,1
SKAB SS Equity,SKA-B.ST,Industrials,Skanska AB,SEK,8.64,1
ALFA SS Equity,ALFA.ST,Industrials,Alfa Laval AB,SEK,8.64,1
ERICB SS Equity,ERIC-B.ST,Information Technology,Telefonaktiebolaget LM Ericsson,SEK,8.64,1
EVO SS Equity,EVO.ST,Consumer Discretionary,Evolution AB,SEK,8.64,1
SKFB SS Equity,SKF-B.ST,Industrials,SKF AB,SEK,8.64,1
SAND SS Equity,SAND.ST,Industrials,Sandvik AB,SEK,8.64,1
AZN SS Equity,AZN.ST,Health Care,AstraZeneca PLC,SEK,8.64,1
INVEB SS Equity,INVE-B.ST,Financials,Investor AB,SEK,8.64,1
ABB SS Equity,ABB.ST,Industrials,ABB Ltd,SEK,8.64,1
SWMA SS Equity,SWMA.ST,Consumer Staples,Swedish Match AB,SEK,8.64,1
SEBA SS Equity,SEB-A.ST,Financials,Skandinaviska Enskilda Banken AB,SEK,8.64,1
SHBA SS Equity,SHB-A.ST,Financials,Svenska Handelsbanken AB,SEK,8.64,1
SCAB SS Equity,SCA-B.ST,Materials,Svenska Cellulosa AB SCA,SEK,8.64,1
ESSITYB SS Equity,ESSITY-B.ST,Consumer Staples,Essity AB,SEK,8.64,1
ASSAB SS Equity,ASSA-B.ST,Industrials,Assa Abloy AB,SEK,8.64,1
ALIV SS Equity,ALIV-SDB.ST,Consumer Discretionary,Autoliv Inc,SEK,8.64,1
HEXAB SS Equity,HEXA-B.ST,Information Technology,Hexagon AB,SEK,8.64,1
SWEDA SS Equity,SWED-A.ST,Financials,Swedbank AB,SEK,8.64,1
ATCOB SS Equity,ATCO-B.ST,Industrials,Atlas Copco AB,SEK,8.64,1
KINVB SS Equity,KINV-B.ST,Financials,Kinnevik AB,SEK,8.64,1
BOL SS Equity,BOL.ST,Materials,Boliden AB,SEK,8.64,1
NDA SS Equity,NDA-SE.ST,Financials,Nordea Bank Abp,SEK,8.64,1
NETC DC Equity,NETC.CO,Information Technology,Netcompany Group A/S,DKK,6.3,1
CARLB DC Equity,CARL-B.CO,Consumer Staples,Carlsberg AS,DKK,6.3,1
COLOB DC Equity,COLO-B.CO,Health Care,Coloplast A/S,DKK,6.3,1
ORSTED DC Equity,ORSTED.CO,Utilities,Orsted AS,DKK,6.3,1
GN DC Equity,GN.CO,Health Care,GN Store Nord AS,DKK,6.3,1
AMBUB DC Equity,AMBU-B.CO,Health Care,Ambu A/S,DKK,6.3,1
CHR DC Equity,CHR.CO,Materials,Chr Hansen Holding A/S,DKK,6.3,1
DEMANT DC Equity,DEMANT.CO,Health Care,Demant A/S,DKK,6.3,1
ISS DC Equity,ISS.CO,Industrials,ISS A/S,DKK,6.3,1
DSV DC Equity,DSV.CO,Industrials,DSV PANALPINA A/S,DKK,6.3,1
NZYMB DC Equity,NZYM-B.CO,Materials,Novozymes A/S,DKK,6.3,1
NOVOB DC Equity,NOVO-B.CO,Health Care,Novo Nordisk A/S,DKK,6.3,1
RBREW DC Equity,RBREW.CO,Consumer Staples,Royal Unibrew A/S,DKK,6.3,1
FLS DC Equity,FLS.CO,Industrials,FLSmidth & Co A/S,DKK,6.3,1
LUN DC Equity,LUN.CO,Health Care,H Lundbeck A/S,DKK,6.3,1
TRYG DC Equity,TRYG.CO,Financials,Tryg A/S,DKK,6.3,1
PNDORA DC Equity,PNDORA.CO,Consumer Discretionary,Pandora A/S,DKK,6.3,1
BAVA DC Equity,BAVA.CO,Health Care,Bavarian Nordic A/S,DKK,6.3,1
MAERSKA DC Equity,MAERSK-A.CO,Industrials,AP Moller - Maersk A/S,DKK,6.3,1
GMAB DC Equity,GMAB.CO,Health Care,Genmab A/S,DKK,6.3,1
DANSKE DC Equity,DANSKE.CO,Financials,Danske Bank A/S,DKK,6.3,1
SIM DC Equity,SIM.CO,Information Technology,SimCorp A/S,DKK,6.3,1
ROCKB DC Equity,ROCK-B.CO,Industrials,ROCKWOOL International A/S,DKK,6.3,1
VWS DC Equity,VWS.CO,Industrials,Vestas Wind Systems A/S,DKK,6.3,1
MAERSKB DC Equity,MAERSK-B.CO,Industrials,AP Moller - Maersk A/S,DKK,6.3,1
SCATC NO Equity,SCATC.OL,Utilities,Scatec ASA,NOK,8.79,1
ENTRA NO Equity,ENTRA.OL,Real Estate,Entra ASA,NOK,8.79,1
MOWI NO Equity,MOWI.OL,Consumer Staples,Mowi ASA,NOK,8.79,1
GJF NO Equity,GJF.OL,Financials,Gjensidige Forsikring ASA,NOK,8.79,1
NEL NO Equity,NEL.OL,Industrials,NEL ASA,NOK,8.79,1
NOD NO Equity,NOD.OL,Information Technology,Nordic Semiconductor ASA,NOK,8.79,1
AKER NO Equity,AKER.OL,Financials,Aker ASA,NOK,8.79,1
DNB NO Equity,DNB.OL,Financials,DNB Bank ASA,NOK,8.79,1
AKSO NO Equity,AKSO.OL,Energy,Aker Solutions ASA,NOK,8.79,1
EQNR NO Equity,EQNR.OL,Energy,Equinor ASA,NOK,8.79,1
TEL NO Equity,TEL.OL,Communication Services,Telenor ASA,NOK,8.79,1
YAR NO Equity,YAR.OL,Materials,Yara International ASA,NOK,8.79,1
SCHA NO Equity,SCHA.OL,Communication Services,Schibsted ASA,NOK,8.79,1
TOM NO Equity,TOM.OL,Industrials,TOMRA Systems ASA,NOK,8.79,1
LSG NO Equity,LSG.OL,Consumer Staples,Leroy Seafood Group ASA,NOK,8.79,1
AKRBP NO Equity,AKRBP.OL,Energy,Aker BP ASA,NOK,8.79,1
RECSI NO Equity,RECSI.OL,Information Technology,REC Silicon ASA,NOK,8.79,1
STB NO Equity,STB.OL,Financials,Storebrand ASA,NOK,8.79,1
ADE NO Equity,ADE.OL,Communication Services,Adevinta ASA,NOK,8.79,1
BAKKA NO Equity,BAKKA.OL,Consumer Staples,Bakkafrost P/F,NOK,8.79,1
SALM NO Equity,SALM.OL,Consumer Staples,Salmar ASA,NOK,8.79,1
NHY NO Equity,NHY.OL,Materials,Norsk Hydro ASA,NOK,8.79,1
ORK NO Equity,ORK.OL,Consumer Staples,Orkla ASA,NOK,8.79,1
SUBC NO Equity,SUBC.OL,Energy,Subsea 7 SA,NOK,8.79,1
TGS NO Equity,TGS.OL,Energy,TGS ASA,NOK,8.79,1
PKO PW Equity,PKO.WA,Financials,Powszechna Kasa Oszczednosci Bank Polski,PLN,3.87,1
KGH PW Equity,KGH.WA,Materials,KGHM Polska Miedz SA,PLN,3.87,1
ALE PW Equity,ALE.WA,Consumer Discretionary,Allegro.eu SA,PLN,3.87,1
PZU PW Equity,PZU.WA,Financials,Powszechny Zaklad Ubezpieczen SA,PLN,3.87,1
PKN PW Equity,PKN.WA,Energy,Polski Koncern Naftowy ORLEN SA,PLN,3.87,1
PEO PW Equity,PEO.WA,Financials,Bank Polska Kasa Opieki SA,PLN,3.87,1
LPP PW Equity,LPP.WA,Consumer Discretionary,LPP SA,PLN,3.87,1
DNP PW Equity,DNP.WA,Consumer Staples,Dino Polska SA,PLN,3.87,1
CDR PW Equity,CDR.WA,Communication Services,CD Projekt SA,PLN,3.87,1
PGN PW Equity,PGN.WA,Energy,Polskie Gornictwo Naftowe i Gazownictwo,PLN,3.87,1
CPS PW Equity,CPS.WA,Communication Services,Cyfrowy Polsat SA,PLN,3.87,1
SPL PW Equity,SPL.WA,Financials,Santander Bank Polska SA,PLN,3.87,1
PGE PW Equity,PGE.WA,Utilities,PGE Polska Grupa Energetyczna SA,PLN,3.87,1
OPL PW Equity,OPL.WA,Communication Services,Orange Polska SA,PLN,3.87,1
CCC PW Equity,CCC.WA,Consumer Discretionary,CCC SA,PLN,3.87,1
ACP PW Equity,ACP.WA,Information Technology,Asseco Poland SA,PLN,3.87,1
LTS PW Equity,LTS.WA,Energy,Grupa Lotos SA,PLN,3.87,1
TPE PW Equity,TPE.WA,Utilities,Tauron Polska Energia SA,PLN,3.87,1
JSW PW Equity,JSW.WA,Materials,Jastrzebska Spolka Weglowa SA,PLN,3.87,1
MRC PW Equity,MRC.WA,Health Care,Mercator Medical SA,PLN,3.87,1
KBC BB Equity,KBC.BR,Financials,KBC Group NV,EUR,0.85,1
ABI BB Equity,ABI.BR,Consumer Staples,Anheuser-Busch InBev SA/NV,EUR,0.85,1
ARGX BB Equity,ARGX.BR,Health Care,Argenx SE,EUR,0.85,1
UCB BB Equity,UCB.BR,Health Care,UCB SA,EUR,0.85,1
UMI BB Equity,UMI.BR,Materials,Umicore SA,EUR,0.85,1
GBLB BB Equity,GBLB.BR,Financials,Groupe Bruxelles Lambert SA,EUR,0.85,1
AGS BB Equity,AGS.BR,Financials,Ageas SA/NV,EUR,0.85,1
SOLB BB Equity,SOLB.BR,Materials,Solvay SA,EUR,0.85,1
SOF BB Equity,SOF.BR,Financials,Sofina SA,EUR,0.85,1
WDP BB Equity,WDP.BR,Real Estate,Warehouses De Pauw CVA,EUR,0.85,1
AED BB Equity,AED.BR,Real Estate,Aedifica SA,EUR,0.85,1
COFB BB Equity,COFB.BR,Real Estate,Cofinimmo SA,EUR,0.85,1
ELI BB Equity,ELI.BR,Utilities,Elia Group SA/NV,EUR,0.85,1
ACKB BB Equity,ACKB.BR,Financials,Ackermans & van Haaren NV,EUR,0.85,1
PROX BB Equity,PROX.BR,Communication Services,Proximus SADP,EUR,0.85,1
COLR BB Equity,COLR.BR,Consumer Staples,Etablissements Franz Colruyt NV,EUR,0.85,1
APAM NA Equity,APAM.AS,Materials,APERAM SA,EUR,0.85,1
GLPG NA Equity,GLPG.AS,Health Care,Galapagos NV,EUR,0.85,1
MELE BB Equity,MELE.BR,Information Technology,Melexis NV,EUR,0.85,1
TNET BB Equity,TNET.BR,Communication Services,Telenet Group Holding NV,EUR,0.85,1
JMT PL Equity,JMT.LS,Consumer Staples,Jeronimo Martins SGPS SA,EUR,0.85,1
EDPR PL Equity,EDPR.LS,Utilities,EDP Renovaveis SA,EUR,0.85,1
EDP PL Equity,EDP.LS,Utilities,EDP - Energias de Portugal SA,EUR,0.85,1
GALP PL Equity,GALP.LS,Energy,Galp Energia SGPS SA,EUR,0.85,1
BCP PL Equity,BCP.LS,Financials,Banco Comercial Portugues SA,EUR,0.85,1
RENE PL Equity,RENE.LS,Utilities,REN - Redes Energeticas Nacionais SGPS S,EUR,0.85,1
SON PL Equity,SON.LS,Consumer Staples,Sonae SGPS SA,EUR,0.85,1
NOS PL Equity,NOS.LS,Communication Services,NOS SGPS SA,EUR,0.85,1
NVG PL Equity,NVG.LS,Materials,Navigator Co SA/The,EUR,0.85,1
CTT PL Equity,CTT.LS,Industrials,CTT-Correios de Portugal SA,EUR,0.85,1
COR PL Equity,COR.LS,Materials,Corticeira Amorim SGPS SA,EUR,0.85,1
ALTR PL Equity,ALTR.LS,Materials,Altri SGPS SA,EUR,0.85,1
SEM PL Equity,SEM.LS,Materials,Semapa-Sociedade de Investimento e Gesta,EUR,0.85,1
EGL PL Equity,EGL.LS,Industrials,Mota-Engil SGPS SA,EUR,0.85,1
IBS PL Equity,IBS.LS,Consumer Discretionary,Ibersol SGPS SA,EUR,0.85,1
PHR PL Equity,PHR.LS,Communication Services,Pharol SGPS SA,EUR,0.85,1
NBA PL Equity,NBA.LS,Information Technology,Novabase SGPS SA,EUR,0.85,1
RAM PL Equity,RAM.LS,Materials,Ramada Investimentos E Industria SA,EUR,0.85,1
MRW LN Equity,MRW.L,Consumer Staples,Wm Morrison Supermarkets PLC,GBp,0.72,100
MGGT LN Equity,MGGT.L,Industrials,Meggitt PLC,GBp,0.72,100
HWDN LN Equity,HWDN.L,Industrials,Howden Joinery Group PLC,GBp,0.72,100
DPH LN Equity,DPH.L,Health Care,Dechra Pharmaceuticals PLC,GBp,0.72,100
ECM LN Equity,ECM.L,Industrials,Electrocomponents PLC,GBp,0.72,100
FCIT LN Equity,FCIT.L,N/A,F&C Investment Trust PLC,GBp,0.72,100
IMI LN Equity,IMI.L,Industrials,IMI PLC,GBp,0.72,100
SXS LN Equity,SXS.L,Information Technology,Spectris PLC,GBp,0.72,100
DLG LN Equity,DLG.L,Financials,Direct Line Insurance Group PLC,GBp,0.72,100
BWY LN Equity,BWY.L,Consumer Discretionary,Bellway PLC,GBp,0.72,100
FUTR LN Equity,FUTR.L,Communication Services,Future PLC,GBp,0.72,100
WIZZ LN Equity,WIZZ.L,Industrials,Wizz Air Holdings Plc,GBp,0.72,100
TPK LN Equity,TPK.L,Industrials,Travis Perkins PLC,GBp,0.72,100
UTG LN Equity,UTG.L,Real Estate,UNITE Group PLC/The,GBp,0.72,100
GAW LN Equity,GAW.L,Consumer Discretionary,Games Workshop Group PLC,GBp,0.72,100
DLN LN Equity,DLN.L,Real Estate,Derwent London PLC,GBp,0.72,100
BBOX LN Equity,BBOX.L,Real Estate,Tritax Big Box REIT PLC,GBp,0.72,100
GNS LN Equity,GNS.L,Health Care,Genus PLC,GBp,0.72,100
CTEC LN Equity,CTEC.L,Health Care,ConvaTec Group PLC,GBp,0.72,100
DPLM LN Equity,DPLM.L,Industrials,Diploma PLC,GBp,0.72,100
PNN LN Equity,PNN.L,Utilities,Pennon Group PLC,GBp,0.72,100
INCH LN Equity,INCH.L,Consumer Discretionary,Inchcape PLC,GBp,0.72,100
TATE LN Equity,TATE.L,Consumer Staples,Tate & Lyle PLC,GBp,0.72,100
RCP LN Equity,RCP.L,N/A,RIT Capital Partners PLC/Fund,GBp,0.72,100
PCT LN Equity,PCT.L,N/A,Polar Capital Technology Trust PLC,GBp,0.72,100
HICL LN Equity,HICL.L,N/A,Hicl Infrastructure PLC,GBp,0.72,100
MNKS LN Equity,MNKS.L,N/A,Monks Investment Trust PLC/The,GBp,0.72,100
IGG LN Equity,IGG.L,Financials,IG Group Holdings PLC,GBp,0.72,100
ATST LN Equity,ATST.L,N/A,Alliance Trust PLC,GBp,0.72,100
HSX LN Equity,HSX.L,Financials,Hiscox Ltd,GBp,0.72,100
EMG LN Equity,EMG.L,Financials,Man Group PLC/Jersey,GBp,0.72,100
GFTU LN Equity,GFTU.L,Industrials,Grafton Group PLC,GBp,0.72,100
ROR LN Equity,ROR.L,Industrials,Rotork PLC,GBp,0.72,100
CNA LN Equity,CNA.L,Utilities,Centrica PLC,GBp,0.72,100
GRG LN Equity,GRG.L,Consumer Discretionary,Greggs PLC,GBp,0.72,100
SSON LN Equity,SSON.L,N/A,Smithson Investment Trust PLC,GBp,0.72,100
EZJ LN Equity,EZJ.L,Industrials,easyJet PLC,GBp,0.72,100
QLT LN Equity,QLT.L,Financials,Quilter PLC,GBp,0.72,100
TRIG LN Equity,TRIG.L,Utilities,Renewables Infrastructure Group Ltd/The,GBp,0.72,100
CSP LN Equity,CSP.L,Consumer Discretionary,Countryside Properties PLC,GBp,0.72,100
MKS LN Equity,MKS.L,Consumer Discretionary,Marks & Spencer Group PLC,GBp,0.72,100
INPP LN Equity,INPP.L,N/A,International Public Partnerships Ltd,GBp,0.72,100
UKW LN Equity,UKW.L,Utilities,Greencoat UK Wind PLC/Funds,GBp,0.72,100
VTY LN Equity,VTY.L,Consumer Discretionary,Vistry Group PLC,GBp,0.72,100
BVIC LN Equity,BVIC.L,Consumer Staples,Britvic PLC,GBp,0.72,100
HSV LN Equity,HSV.L,Industrials,HomeServe PLC,GBp,0.72,100
VMUK LN Equity,VMUK.L,Financials,Virgin Money UK PLC,GBp,0.72,100
SCT LN Equity,SCT.L,Information Technology,Softcat PLC,GBp,0.72,100
BEZ LN Equity,BEZ.L,Financials,Beazley PLC,GBp,0.72,100
TUI LN Equity,TUI.L,Consumer Discretionary,TUI AG,GBp,0.72,100
BYG LN Equity,BYG.L,Real Estate,Big Yellow Group PLC,GBp,0.72,100
WWH LN Equity,WWH.L,N/A,Worldwide Healthcare Trust PLC/Fund,GBp,0.72,100
CBG LN Equity,CBG.L,Financials,Close Brothers Group PLC,GBp,0.72,100
HAS LN Equity,HAS.L,Industrials,Hays PLC,GBp,0.72,100
WOSG LN Equity,WOSG.L,Consumer Discretionary,Watches of Switzerland Group PLC,GBp,0.72,100
IWG LN Equity,IWG.L,Real Estate,IWG PLC,GBp,0.72,100
MRC LN Equity,MRC.L,N/A,Mercantile Investment Trust PLC,GBp,0.72,100
LMP LN Equity,LMP.L,Real Estate,LondonMetric Property PLC,GBp,0.72,100
SAFE LN Equity,SAFE.L,Real Estate,Safestore Holdings PLC,GBp,0.72,100
PETS LN Equity,PETS.L,Consumer Discretionary,Pets at Home Group Plc,GBp,0.72,100
TEM LN Equity,TEM.L,N/A,Templeton Emerging Markets Investment Tr,GBp,0.72,100
PHP LN Equity,PHP.L,Real Estate,Primary Health Properties PLC,GBp,0.72,100
VCT LN Equity,VCT.L,Materials,Victrex PLC,GBp,0.72,100
ULE LN Equity,ULE.L,Industrials,Ultra Electronics Holdings PLC,GBp,0.72,100
CWK LN Equity,CWK.L,Consumer Staples,Cranswick PLC,GBp,0.72,100
AGK LN Equity,AGK.L,Industrials,Aggreko PLC,GBp,0.72,100
SMWH LN Equity,SMWH.L,Consumer Discretionary,WH Smith PLC,GBp,0.72,100
AGR LN Equity,AGR.L,Real Estate,Assura PLC,GBp,0.72,100
FGT LN Equity,FGT.L,N/A,Finsbury Growth & Income Trust PLC/Fund,GBp,0.72,100
BBY LN Equity,BBY.L,Industrials,Balfour Beatty PLC,GBp,0.72,100
GRI LN Equity,GRI.L,Real Estate,Grainger PLC,GBp,0.72,100
CCL LN Equity,CCL.L,Consumer Discretionary,Carnival PLC,GBp,0.72,100
SEQI LN Equity,SEQI.L,N/A,Sequoia Economic Infrastructure Income F,GBp,0.72,100
GPOR LN Equity,GPOR.L,Real Estate,Great Portland Estates PLC,GBp,0.72,100
JLG LN Equity,JLG.L,Industrials,John Laing Group PLC,GBp,0.72,100
DOM LN Equity,DOM.L,Consumer Discretionary,Domino's Pizza Group PLC,GBp,0.72,100
CCC LN Equity,CCC.L,Information Technology,Computacenter PLC,GBp,0.72,100
PAGE LN Equity,PAGE.L,Industrials,Pagegroup PLC,GBp,0.72,100
SSPG LN Equity,SSPG.L,Consumer Discretionary,SSP Group Plc,GBp,0.72,100
WTAN LN Equity,WTAN.L,N/A,Witan Investment Trust PLC,GBp,0.72,100
